_time,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_NOK,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_OK,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_PAUSA,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_PROD,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_SOLL,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,120210R01_FB_SEAT_Statistik_ZAU.120210R01.POR_Calidad,120210R01_FB_SEAT_Statistik_ZAU.120210R01.POR_D_TECNICA,120210R01_FB_SEAT_Statistik_ZAU.120210R01.POR_Disponibilidad,120210R01_FB_SEAT_Statistik_ZAU.120210R01.POR_OEE,120210R01_FB_SEAT_Statistik_ZAU.120210R01.POR_Rendimiento,120210R01_FB_SEAT_Statistik_ZAU.120210R01.SP_OK_Calidad,120210R01_FB_SEAT_Statistik_ZAU.120210R01.SP_OK_Disponibilidad,120210R01_FB_SEAT_Statistik_ZAU.120210R01.SP_OK_Eficiencia,120210R01_FB_SEAT_Statistik_ZAU.120210R01.SP_OK_OEE,120210R01_FB_SEAT_Statistik_ZAU.120210R01.SP_SOLL,120210R01_FB_SEAT_Statistik_ZAU.120210R01.SP_Stoe_Calidad,120210R01_FB_SEAT_Statistik_ZAU.120210R01.SP_Stoe_Disponibilidad,120210R01_FB_SEAT_Statistik_ZAU.120210R01.SP_Stoe_Eficiencia,120210R01_FB_SEAT_Statistik_ZAU.120210R01.SP_Stoe_OEE,120210R01_FB_SEAT_Statistik_ZAU.120210R01.SP_TC_OBJ,120210R01_FB_SEAT_Statistik_ZAU.120210R01.SP_Warn_Calidad,120210R01_FB_SEAT_Statistik_ZAU.120210R01.SP_Warn_Disponibilidad,120210R01_FB_SEAT_Statistik_ZAU.120210R01.SP_Warn_Eficiencia,120210R01_FB_SEAT_Statistik_ZAU.120210R01.SP_Warn_OEE,120210R01_FB_SEAT_Statistik_ZAU.120210R01.ST_Averia,120210R01_FB_SEAT_Statistik_ZAU.120210R01.ST_EnCiclo_CO,120210R01_FB_SEAT_Statistik_ZAU.120210R01.ST_IN_LOG_IN,120210R01_FB_SEAT_Statistik_ZAU.120210R01.ST_IN_LOG_OUT,120210R01_FB_SEAT_Statistik_ZAU.120210R01.ST_Instal_en_BREAK,120210R01_FB_SEAT_Statistik_ZAU.120210R01.ST_Instal_en_PAUSA,120210R01_FB_SEAT_Statistik_ZAU.120210R01.ST_Instal_en_seq,120210R01_FB_SEAT_Statistik_ZAU.120210R01.Status_W_Stoe,120210R01_FB_SEAT_Statistik_ZAU.120210R01.Stoe,120210R01_FB_SEAT_Statistik_ZAU.120210R01.StrARG,120210R01_FB_SEAT_Statistik_ZAU.120210R01.StrInstalación,120210R01_FB_SEAT_Statistik_ZAU.120210R01.StrPlataforma,120210R01_FB_SEAT_Statistik_ZAU.120210R01.StrSubzona,120210R01_FB_SEAT_Statistik_ZAU.120210R01.T_Averia_ACT,120210R01_FB_SEAT_Statistik_ZAU.120210R01.T_Averia_ACU,120210R01_FB_SEAT_Statistik_ZAU.120210R01.T_Ciclo_ACT,120210R01_FB_SEAT_Statistik_ZAU.120210R01.T_Ciclo_Logistico,120210R01_FB_SEAT_Statistik_ZAU.120210R01.T_Ciclo_Medio,120210R01_FB_SEAT_Statistik_ZAU.120210R01.T_LOG_IN_ACT,120210R01_FB_SEAT_Statistik_ZAU.120210R01.T_LOG_IN_ACU,120210R01_FB_SEAT_Statistik_ZAU.120210R01.T_LOG_OUT_ACT,120210R01_FB_SEAT_Statistik_ZAU.120210R01.T_LOG_OUT_ACU,120210R01_FB_SEAT_Statistik_ZAU.120210R01.T_Mem_Ciclo_Ant,120210R01_FB_SEAT_Statistik_ZAU.120210R01.T_Neto,120210R01_FB_SEAT_Statistik_ZAU.120210R01.T_Neto_Disponible,120210R01_FB_SEAT_Statistik_ZAU.120210R01.T_Paro_No_Programado,120210R01_FB_SEAT_Statistik_ZAU.120210R01.Version_FB
2024-09-12 20:19:41.038070+00:00,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:41.038071+00:00,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:41.038072+00:00,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:41.038073+00:00,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:41.038074+00:00,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:41.038075+00:00,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:41.038076+00:00,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:41.038077+00:00,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:41.038078+00:00,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:41.038079+00:00,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:41.038080+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:41.038081+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:41.038082+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:41.038083+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
2024-09-12 20:19:41.038084+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:41.038085+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:41.038086+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053324+00:00,,,,,,,,,,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053326+00:00,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053327+00:00,,,,,,,,43.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053328+00:00,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053329+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2024-09-12 20:19:56.053330+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-09-12 20:19:56.053340+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,
2024-09-12 20:19:56.053341+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
2024-09-12 20:19:56.053342+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
2024-09-12 20:19:56.053343+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2024-09-12 20:19:56.053344+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
2024-09-12 20:19:56.053345+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
2024-09-12 20:19:56.053346+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
2024-09-12 20:19:56.053347+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2024-09-12 20:19:56.053348+00:00,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053349+00:00,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053350+00:00,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053351+00:00,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053352+00:00,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053353+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053354+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053355+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053356+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053357+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053358+00:00,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053359+00:00,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053360+00:00,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053361+00:00,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053362+00:00,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053363+00:00,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053364+00:00,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053366+00:00,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053367+00:00,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053369+00:00,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053370+00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053371+00:00,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053372+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053373+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053374+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
2024-09-12 20:19:56.053375+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053376+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:19:56.053377+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059888+00:00,,,,,,,,,,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059891+00:00,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059892+00:00,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059893+00:00,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059894+00:00,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059895+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,
2024-09-12 20:20:11.059896+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
2024-09-12 20:20:11.059897+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-09-12 20:20:11.059898+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
2024-09-12 20:20:11.059899+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2024-09-12 20:20:11.059900+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2024-09-12 20:20:11.059901+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,
2024-09-12 20:20:11.059903+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
2024-09-12 20:20:11.059904+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2024-09-12 20:20:11.059905+00:00,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059906+00:00,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059907+00:00,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059908+00:00,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059909+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059910+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059911+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059912+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059913+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059914+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059915+00:00,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059916+00:00,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059917+00:00,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059918+00:00,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059919+00:00,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059920+00:00,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059921+00:00,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059923+00:00,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059924+00:00,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059925+00:00,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059926+00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059927+00:00,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059928+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059930+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059931+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
2024-09-12 20:20:11.059932+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059933+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:11.059934+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080967+00:00,,,,,,,,,,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080969+00:00,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080970+00:00,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080971+00:00,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080972+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2024-09-12 20:20:26.080973+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-09-12 20:20:26.080974+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
2024-09-12 20:20:26.080975+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,
2024-09-12 20:20:26.080976+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
2024-09-12 20:20:26.080977+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2024-09-12 20:20:26.080978+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
2024-09-12 20:20:26.080979+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
2024-09-12 20:20:26.080980+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
2024-09-12 20:20:26.080981+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2024-09-12 20:20:26.080982+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080983+00:00,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080984+00:00,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080985+00:00,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080986+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080987+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080988+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080989+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080990+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080991+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080992+00:00,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080993+00:00,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080994+00:00,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080995+00:00,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080996+00:00,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080997+00:00,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080998+00:00,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.080999+00:00,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.081000+00:00,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.081001+00:00,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.081002+00:00,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.081003+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.081004+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.081005+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
2024-09-12 20:20:26.081006+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.081007+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:26.081008+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:41.090500+00:00,,,,,,,,,,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:41.090503+00:00,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:41.090504+00:00,,,,,,,,43.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:41.090505+00:00,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:41.090506+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2024-09-12 20:20:41.090507+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-09-12 20:20:41.090509+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,
2024-09-12 20:20:41.090510+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
2024-09-12 20:20:41.090511+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
2024-09-12 20:20:41.090512+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2024-09-12 20:20:41.090513+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2024-09-12 20:20:41.090514+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2024-09-12 20:20:41.090515+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
2024-09-12 20:20:41.090516+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
2024-09-12 20:20:41.090517+00:00,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:41.090518+00:00,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 20:20:41.090519+00:00,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
