#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,mean,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:21:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:21:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:21:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:21:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:22:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:22:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:22:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:22:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:23:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:23:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:23:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:23:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:24:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:24:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:24:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:24:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:25:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:25:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:25:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:25:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:26:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:26:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:26:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:26:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:27:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:27:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:27:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:27:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:28:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:28:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:28:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:28:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:29:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:29:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:29:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:29:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:30:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:30:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:30:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:30:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:31:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:31:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:31:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:31:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:32:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:32:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:32:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:32:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:33:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:33:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:33:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:33:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:34:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:34:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:34:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:34:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:35:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:35:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:35:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:35:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:36:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:36:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:36:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:36:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:37:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:37:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:37:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:37:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:38:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:38:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:38:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:38:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:39:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:39:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:39:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:39:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:40:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:40:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:40:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:40:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:41:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:41:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:41:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:41:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:42:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:42:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:42:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:42:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:43:00Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:43:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:43:30Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:43:50Z,462,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:44:10Z,429,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:44:20Z,374,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:44:40Z,255,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:44:50Z,268,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:45:10Z,354,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:45:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:45:40Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:45:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:46:10Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:46:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:46:40Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:46:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:47:10Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:47:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:47:40Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:47:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:48:10Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:48:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:48:40Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:48:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:49:10Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:49:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:49:40Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:49:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:50:10Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:50:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:50:40Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:50:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:51:10Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:51:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:51:40Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:51:50Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:52:10Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:52:20Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
,,5,2024-09-12T19:52:51.151817627Z,2024-09-12T20:52:51.151817627Z,2024-09-12T20:52:40Z,0,120210R01_FB_SEAT_Statistik_ZAU.120210R01.N_TREND,KELABO1-----BS1---KFU1
